judul,abstraksi
PENGARUH BRAND IMAGE TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN FLASHDISK MEREK TOSHIBA (STUDI PADA MAHASISWA UNIVERSITAS TRUNOJOYO MADURA),"Tujuan penelitian ini adalah untuk mengetahui pengaruh variabel brand image yang terdiri dari citra perusahaan, citra pengguna dan citra produk terhadap keputusan pembelian konsumen dan untuk mengetahui variabel brand image yang berpengaruh paling dominan terhadap keputusan pembelian konsumen pada flashdisk merek Toshiba. Pendekatan penelitian yang digunakan dalam penelitian ini adalah kuantitatif, yaitu penelitian yang berlandaskan pada filsafat positivisme yang bertujuan untuk menguji hipotesis yang telah ditetapkan. Sampel dalam penelitian ini adalah konsumen flashdisk merek Toshiba, yaitu mahasiswa Universitas Trunojoyo Madura (UTM) yang berjumlah 40 responden. Metode pengambilan sampel yang digunakan adalah purposive sampling. Untuk pengujian instrumen menggunakan uji validitas dan reliabilitas, sedangkan teknik analisis data yang digunakan untuk menguji hipotesis adalah menggunakan  analisis deskriptif dan regresi linier berganda dengan memakai uji F (simultan) dan uji t (parsial). Berdasarkan hasil penelitian menunjukkan bahwa nilai adjusted R Square sebesar 0,669 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 66,9%, sedangkan sisanya 33,1% dipengaruhi oleh variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji F brand image yang terdiri dari citra perusahaan, citra pengguna dan citra produk secara simultan berpengaruh signifikan terhadap keputusan pembelian konsumen pada flashdisk merek Toshiba. Berdasarkan uji t diketahui bahwa brand image yang terdiri dari citra perusahaan, citra pengguna dan citra produk berpengaruh signifikan terhadap keputusan pembelian konsumen pada flashdisk merek Toshiba. Variabel yang berpengaruh dominan adalah variabel citra produk.  
Kata kunci:	Brand image, corporate image, user image, product image and consumer purchasing decisions."
"PENGARUH EARNING PER SHARE, NET PROFIT MARGIN, DEBT TO ASSET RATIO DAN RETURN ON EQUITY TERHADAP HARGA SAHAM PADA PERUSAHAAN OTOMOTIF & KOMPONENNYA YANG TERDAFTAR DI BEI PERIODE 2007-2011
","Devi Kurniawati, Pengaruh Earning Per Share, Net Profit Margin, Debt to Asset Ratio dan Return On equity Terhadap Harga Saham Pada Perusahaan Otomotif & Komponennya Yang Terdaftar Di BEI Periode 2007-2011. Dibawah bimbingan R. Gatot Heru Prajoto, S.E., MM dan Prasetyo Nugroho, S.pi., MM.
	Tujuan penelitian ini adalah untuk mengetahui adanya pengaruh Earning Per Share, Net Profit Margin ,Debt to Asset Ratio dan Return On Equity baik secara simultan maupun secara parsial terhadap harga saham di perusahaan otomotif & komponennya yang terdaftar di BEI periode 2007-2011.
Pendekatan penelitian yang digunakan dalam penelitian ini adalah kuantitatif. Metode pengambilan sampel yang digunakan adalah purposive sampling dan diperoleh sampel sebanyak 7 perusahaan. Untuk pengujian instrumen menggunakan uji Asumsi Klasik,  sedangkan teknik analisis data yang digunakan untuk menguji hipotesis adalah menggunakan regresi linier berganda dengan memakai uji F, uji t.
Berdasarkan hasil penelitian menunjukkan bahwa nilai R Square sebesar 0,741 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 74,1%, sedangkan sisanya 25,9% dipengaruhi oleh variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji F variabel earning per share, net profit margin, debt to asset ratio dan return on equity secara simultan berpengaruh signifikan terhadap harga saham. Berdasarkan uji t diketahui bahwa secara parsial variabel earning per share dan return on equity berpengaruh positif dan signifikan terhadap harga saham, sedangkan  net profit margin dan  debt to asset ratio dan berpengaruh negatif dan signifikan terhadap harga saham. 
"
ANALISIS PENGARUH RASIO PROFITABILITAS DAN DIVIDEND PAYOUT RASIO (DPR) TERHADAP HARGA SAHAM PADA PERUSAHAAN INDUSTRI MAKANAN DAN MINUMAN YANG TERDAFTAR DI BURSA EFEK INDONESIA (BEI),"Tujuan dari penelitian ini adalah untuk mengetahui pengaruh rasio profitabilitas terhadap harga saham pada perusahaan industry makanan dan minuman yang terdaftar di BEI Periode 2007 – 2011. Penelitian ini menggunakan metode kuantitatif.
                Tujuan penelitian ini adalah untuk mengetahui pengaruh masing-masing variable yaitu Net Profit Margin (NPM), Return On Asset (ROA), Return On Investment (ROI), Return on Equity (ROE), Earning Per Share (EPS) dan dividend payout ratio (DPR).  terhadap harga saham pada perusahaan industri makanan dan minuman yang terdaftar di Bursa Efek Indonesia pada periode 2007 – 2011.
                Pendekatan penelitian yang digunakan dalam penelitian ini adalah kuantitatif. Sampel dalam penelitian ini adalah perusahaan industri makanan dan minuman yang aktif di BEI selama periode 2007-2011. Metode pengambilan sampel yang digunakan dalam penelitian ini adalah purposive sampling. teknik analisis data yang digunakan untuk menguji hipotesis adalah menggunakan regresi linier berganda dengan memakai Uji F dan Uji t.
                Berdasarkan hasil penelitian menunjukkan bahwa R square sebesar 0,737 yang berarti besarnya pengaruh variable bebas terhadap variable terikat adalah 73,7%, sedangkan sisanya 26,3% dipengaruhi oleh variable lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji F variable Net Profit Margin, Return On Asset, Return On Investment, Return On Equity dan Earning Per Share secara simultan berpengaruh terhadap harga saham. Berdasarkan uji t diketahui bahwa secara persial variable Return On Asset dan Return On Investment berpengaruh signifikan terhadap harga saham sedangkan variable Net Profit Margin, Retun On Equity dan Earning Per Share tidak berpengaruh signifikan terhadap harga saham.

 
 
"
PENGARUH CITRA MEREK TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN SEPEDA MOTOR HONDA VARIO DI KECAMATAN BANGKALAN,"ABSTRAK

Penelitian ini bertujuan untuk mengetahui seberapa besar pengaruh citra merek terhadap pengambilan keputusan pembelian Konsumen sepeda motor honda Vario di kecamatan Bangkalan. Penelitian ini dilaksanakan di kecamatan Bangkalan. Penelitian ini dilakukan dengan metode kuantitatif dimana populasi dalam penelitian ini adalah seluruh konsumen (pengguna) sepeda motor honda Vario di kecamatan Bangkalan dan diperoleh sampel sebanyak 40 responden yang diambil dengan menggunakan metode purposive sampling dengan cara menyebarkan kuesioner dan menggunakan skala likert untuk mengukur jawaban responden. Untuk menguji instrumen menggunakan uji validitas, uji reliabilitas, dan uji asumsi klasik.Sedangkan teknik analisis data yaitu menggunakan analisis regresi linier berganda karena variabel yang digunakan lebih dari dua variabel, dengan uji F dan uji t. Kesimpulan dari penelitian ini adalah (1) secara simultan terjadi pengaruh yang positif dan signifikan antara variabel bebas (keunggulan asosiasi merek, kekuatan asosiasi merek, dan keunikan asosiasi merek) terhadap keputusan pembelian konsumen sepeda motor honda Vario di kecamatan Bangkalan, (2) secara parsial, menunjukkan bahwa semua variabel bebas berpengaruh positif dan signifikan keputusan pembelian konsumen sepeda motor honda Vario di kecamatan Bangkalan, dan (3) secara parsial variabel kekuatan asosiasi merek  mempunyai pengaruh yang paling besar terhadap keputusan pembelian konsumen sepeda motor honda Vario.

Kata kunci : Citra Merek, Keunggulan Asosiasi  Merek, Kekuatan Asosiasi  Merek,  Keunikan  Asosiasi Merek, dan Keputusan Pembelian."
"PENGARUH KECERDASAN EMOSIONAL TERHADAP PRESTASI KERJA PEGAWAI KECAMATAN ( STUDI PADA KECAMATAN BURNEH, TANAH MERAH, GALIS DAN BLEGA )","Abstrak

Pengaruh Kecerdasan Emosional Terhadap Prestasi Kerja Pegawai Kecamatan Burneh, Tanah Merah, Galis Dan Blega. Dengan memilki kecerdasan emosional yang baik maka pegawai akan mampu memahami keadaan hati dirinya sendiri dan orang lain sehingga akan menciptakan suasana kerja yang nyaman. Dengan suasana kerja yang nyaman diharapkan mampu meningkatkan pelayanan terhadap masyarakat serta dapat memberikan peningkatan prestasi kerjanya.
Penelitian ini bertujuan untuk meneliti kecerdasan emosional yang terdiri dari kecerdasan intrapersonal dan kecerdasan interpersonal berpengaruh terhadap prestasi kerja. Untuk membuktikan hipotesis penelitian, alat analisis yang digunakan adalah regresi linear berganda dengan bantuan SPSS. Hasil pada penelitian ini menunjukkan variable kecerdasan intrapersonal berpengaruh signifikan terhadap prestasi kerja pegawai kecamatan Burneh, Tanah Merah, Galis dan Blega. Dan kecerdasan interpersonal berpengaruh signifikan terhadap prestasi kerja pegawai kecamatan Burneh, Tanah Merah, Galis dan Blega.

Kata kunci:Kecerdasan Intrapersonal, kecerdasan Interpersonal dan Prestasi Kerja.
"
Pengaruh Sikap dan Norma Subyektif Terhadap Keputusan Pembelian Pasta Gigi Pepsodent (Studi Pada Mahasiswa Fakultas Ekonomi Universitas Trunojoyo Madura),"Tujuan penelitian ini adalah (1) untuk mengetahui pengaruh sikap secara parsial terhadap keputusan pembelian pasta gigi pepsodent. (2) untuk mengetahui pengaruh norma subyektif secara parsial terhadap keputusan pembelian pasta gigi pepsodent. (3) untuk mengetahui pengaruh secara simultan  sikap dan norma subyektif terhadap keputusan pembelian pasta gigi pepsodent.
Penelitian ini menggunakan pendekatan pendekatan kuantitatif yang berusaha untuk mengetahui bagaimana pengaruh sikap dan norma subyektif terhadap keputusan pembelian pasta gigi pepsodent” (studi pada mahasiswa fakultas ekonomi universitas trunojoyo madura). Teknik pengambilan sampel menggunakan purposive sampling dengan 60 responden. Teknik pengumpulan data yaitu dengan wawancara, kepustakaan, dan kuesioner dan menggunakan skala likert untuk mengukur jawaban responden. Untuk menguji instrumen menggunakan uji validitas, uji reliabilitas, dan uji asumsi klasik. Sedangkan teknik analisis data yaitu menggunakan analisis regresi linier berganda karena variabel yang digunakan lebih dari dua variabel, dengan uji F dan uji t.
Hasil penelitian ini menunjukkan bahwa (1) sikap secara parsial berpengaruh terhadap keputusan pembelian pasta gigi pepsodent. (2) norma subyektif secara parsial berpengaruh  terhadap keputusan pembelian pasta gigi pepsodent. (3) secara bersama-sama sikap dan norma subyektif berpengaruh terhadap keputusan pembelian pasta gigi pepsodent.

Kata Kuci : Norma Subyekti, Sikap, Keputusan Pembelian.
"
"PENGARUH KEPERCAYAAN DAN KOMITMENTERHADAP KUALITAS HUBUNGAN PATNER USAHA
PADA PT. ADIRA DINAMIKA MULTI FINANCE Tbk
PAMEKASAN
","ABSTRAK


Hendra Irawan, Pengaruh Kepercayaan  Dan Komitmen Terhadap Kualitas Hubungan  Patner Usaha  Pada PT. Adira Dinamika Multi Finance Tbk, Pamekasan. Dibawah Bimbingan Dra. Hj. S Anugrahini I, MM dan Drs. Ec. Mudji Kuswinanrno, M. Si.
		Tujuan penlitian ini adalah untuk mengetahui  pengaruh kepercayaan dan komitmen terhadap kualitas hubungan Patner usaha yang dilaksanakan pada PT. Adira Dinamika Multi Finance, Baik secara simultan maupun secara parsial, Mengetahui manakah yang paling berpengaruh antara kepercayaan dan komitmen terhadap kualitas hubungan pada PT. Adira Dinamika Multi Finance.
		Penelitian ini dilakukan secara kuantitatif Dengan menggunakan metode survai. Tehnik penarikan sampel menggunakan Quota sampling dan dianalisis dengan analisis jalur (Path Analysis).
		Hipotesis Penelitian ini adalah: Kepercayaan dan komitmen berpengaruh signifikan terhadap kualitas hubungan patner usaha pada PT. Adira dinamika multi finance Tbk, dan komitmen paling berpengaruh terhadap kualitas hubungan patner usaha pada PT. Dinamika multi finance.
		Kesimpulan penelitian studi ini adalah (1) Variabel kepercayaan dan komitmen secara simultan mempunyai pengaruh positif terhadap kualitas hubungan patner usahanya, (2) Variabel yang paling berpengaruh terhadap kualitas hubungan patner usaha pada PT. Adira dinamika multi finance, Pamekasan adalah variabel kepercayaan.

Kata kunci : Komitmen dan Kepercayaan.
"
PENGARUH BAURAN PROMOSI TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN (Studi pada Toko Alfamart di Kecamatan Kamal Kabupaten Bangkalan),"Tujuan penelitian ini adalah untuk mengetahui apakah variabel periklanan, promosi penjualan dan publisitas mempunyai pengaruh terhadap keputusan pembelian konsumen dan untuk mengetahui variabel manakah yang berpengaruh dominan terhadap keputusan pembelian konsumen. 
Objek penelitian ini adalah Mini market Alfamart Kamal dengan sampel sebanyak 40 konsumen yang berbelanja di toko alfamart kamal. Teknik analisis data yang digunakan untuk meguji hipotesis ini adalah menggunakan regresi Linier Berganda dengan memakai uji F dan uji t. 
Hasil analisis penelitian ini menyatakan bahwa secara simultan bauran promosi yang terdiri dari variabel periklanan, promosi penjualan dan publisitas mempunyai pengaruh signifikan terhadap keputusan pembelian konsumen dalam berbelanja di toko Alfamart Kamal. Secara parsial variabel promosi penjualan dan publisitas berpengaruh secara signifikan terhadap keputusan pembelian konsumen, dan variabel  periklanan tidak berpengaruh secara signifikan terhadap keputusan pembelian konsumen dalam berbelanja  di toko Alfamart Kamal. Sedangkan variabel promosi penjualan merupakan variabel dominan yang mempengaruhi keputusan pembelian. Sehingga dapat disimpulkan bahwa untuk meningkatkan keputusan pembelian konsumen dalam berbelanja di toko Alfamart, maka mini market Alfamart Kamal harus meningkatkan bauaran promosi dari segi periklanan, promosi penjualan dan publisitas.
"
"PENGARUH PERIKLANAN DI MEDIA TELEVISI TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN SHAMPO PANTENE
(Studi pada Masyarakat Kecamatan Dungkek Sumenep)
","Farid,  Pengaruh  Periklanan Di Media Televisi Terhadap Keputusan Pembelian Konsumen Shampo pantene (Studi pada Masyarakat Kecamatan Dungkek Sumenep).

Penelitian ini bertujuan  untuk mengetahui  Pengaruh  Periklanan Di Media Televisi Terhadap Keputusan Pembelian Konsumen Shampo pantene, yang dilakukan pada masyarakat  Kecamatan Dungkek Kabupaten  Sumenep dengan jumlah responden penelitian sebanyak 50 Responden, data yang terkumpul selanjutnya dilakukan analisis regresi linier berganda. Dengan menggunakan alat bantu softwere SPSS  16.0.  Hasil analisis terhadap pengujian hipotesis diperoleh sebagai berikut:  bahwa pengaruh periklanan yang terdiri dari isi pesan, struktur pesan, format pesan dan sumber pesan mempunyai pengaruh yang  signifikan terhadap keputusan pembelian konsumen untuk memakai Shampo Pantene, dan pada uji parsial diketahui bahwa vareabel isi pesan merupakan vareabel yang dominan memberikan pengaruh keputusan pembelian konsumen untuk memakai shampoo pantene di Kecamatan Dungkek.
KATA KUNCI :  Isi Pesan, Struktur Pesan, Format Pesan dan Sumber Pesan.
"
pengaruh penempatan kerja terhadap motivasi kerja tenaga kependidikan di universitas trunojoyo madura ,"Abstrak
Berdasarkan hasil observasi masalah pada penelitian ini terdapat tenaga kependidikan  yang tidak memiliki motivasi kerja dengan ciri- ciri suka datang terlambat, pelayanan yang kurang ramah terhadap mahasiswa dan pulang sebelum waktunya. 
Tujuan penelitian ini di antaranya adalah untuk mengetahui tingkat motivasi kerja tenaga kependidikan yang dipengaruhi oleh beberapa sub variabel penempatan kerja yakni prestasi kerja, pengalaman, status perkawinan, baik secara simultan maupun parsial, juga untuk mengetahui sub variabel penempatan kerja yang dominan pengaruhnya terhadap motivasi kerja tenaga kependidikan Universitas Trunojoyo Madura di Bangkalan.
Penelitian ini dilakukan dengan cara analisis regresi untuk mengetahui besarnya pengaruh penempatan kerja terhadap motivasi kerja. Teknik pengambilan sampel menggunakan teknik tabel taraf kesalahan dengan persentase yang moderat yakni  adalah 5%. Sehingga dari total populasi sebanyak 165 tenaga kependidikan, maka sampel yang diambil adalah sebanyak 114 karyawan. 
Hasil penelitian menyebutkan bahwasannya terdapat hubungan atau korelasi antara penempatan kerja terhadap motivasi kerja tenaga kependidikan, yakni ditunjukkan dengan angka sebesar 0.536. Hasil hipotesis untuk uji simultan menghasilkan bahwa penempatan kerja memberikan pengaruh yang signifikan terhadap motivasi kerja dengan persentase sebesar 26.8%, sedangkan sisanya sebesar 73.2% dipengaruhi oleh variabel lain yang tidak diteiliti dalam penelitian ini. Hasil uji parsial menyebutkan bahwa dari tiga variabel independen yakni prestasi kerja, pengalaman, dan status perkawinan menunjukkan bahwa prestasi kerja merupakan sub variabel dominan terhadap motivasi kerja. 
Kata kunci:  Prestasi kerja, Pengalaman, Status Perkawinan, dan Motivasi kerja
"
Bauran Pemasaran Terhadap Keputusan Pembelian Produk TV LG (studi pada Fely Jaya LG di Kecamatan Pamekasan),"Perkembangan dan kemajuan industri, salah satunya kita lihat dengan adanya perkembangan dunia usaha yang semakin pesat. Fenomena tersebut menyebabkan tiap perusahaan sejenis bersaing untuk mempertahankan pelanggan salah satunya melalui strategi bauran pemasaran. Bauran pemasaran terdiri dari produk, harga,promosi dan distribusi. Secara khusus, penelitian ini membahas bauran pemasaran toko Fely Jaya LG di Kacamatan Pamekasan. Adapun yang menjadi masalah dalam penelitian ini adalah “faktor-faktor yang mempengaruhi keputusan pembelian merek produk LG di Kecamatan Pamekasan” . penelitian ini menggunakan dua variabel, yaitu variabel terikat  dan variabel tergantung. Tujuan penelitian ini untuk mengetahui dan menganalisis pengaruh bauran pemasaran yang terdiri dari distribusi, produk, harga, dan promosi terhadap keputusan pembelian konsumen.
Penelitian ini dilakukan dengan menggunakan kuesioner terhadap 50 orang pelanggan toko Fely Jaya LG di Kecamatan Pamekasan. Kemudian dilakukan analisis terhadap data-data yang diperoleh berupa analisis  regresi Linier Berganda dengan memakai uji F dan uji t.
 Hasil dari penelitian ini adalah berdasarkan hasil analisa data dapat disimpulkan bahwa Variabel bebas yang terdiri dari variabel Produk, Harga, Promosi, dan Distribusi  mempunyai pengaruh secara signifikan terhadap variabel terikat Keputusan konsumen. Akan tetapi variabel distribusi berpengaruh terhadap keputusan pembelian  pada merek elektronik Fely Jaya LG di Kecamatan Pamekasan karena  responden memberikan saran terhadap variabel distribusi untuk membuka usaha yang letaknya lebih strategis dan nyaman.

"
"PENGARUH RELATIONSHIP MARKETING TERHADAP KEPUASAN NASABAH BANK TABUNGAN NEGARA  KANTOR KAS  KAMAL BANGKALAN.
(Studi Pada Karyawan Universitas Trunojoyo Madura)","Abstrak

Penelitian ini bertujuan untuk menguji pengaruh dimensi relationship marketing yang terdiri dari Ikatan (X1), Empati (X2), Timbal Balik (X3) dan Kepercayaan (X4) baik secara simultan maupun secara parsial berpengaruh terhadap Kepuasan nasabah Bank Tabungan Negara Cabang Kamal Bangkalan. Hipotesis adalah relationship marketing yang terdiri dari Ikatan, Empati, Timbal Balik dan Kepercayaan baik secara simultan maupun secara parsial berpengaruh secara signifikan terhadap Kepuasan nasabah Bank Tabungan Negara Kantor Kas Kamal Bangkalan.
Bank Tabungan Negara Cabang Kamal Bangkalan merupakan objek dari penelitian ini dan populasi dalam penelitian ini adalah karyawan Universitas Trunojoyo Madura yang menjadi nasabah Bank Tabungan Negara Kantor Kas Kamal Bangkalan dengan sampel sebanyak 60 nasabah (karyawan Universitas Trunojoyo Madura). Teknik analisis data yang digunakan untuk menguji hipotesis dalam penelitian ini adalah  menggunakan regresi linear berganda dengan menggunakan uji F dan uji t.
Dari hasil perhitungan dengan menggunakan SPSS versi 16 diketahui bahwa : menyatakan secara simultas atau secara bersama-sama dengan menggunakan uji F dimensi relationship marketing yang terdiri dari Ikatan, empati, timbal balik, berpengaruh secara simultan terhadap kepuasan nasabah Bank Tabungan Negara Cabang Kamal Bangkalan. Sedangkan secara parsial dengan menggunakan uji t menunjukkan bahwa ada dua variabel bebas yaitu Empati, dan Timbal Balik yang berpengaruh positif dan signifikan terhadap Kepuasan nasabah Bank Tabungan Negara Kantor Kas Kamal Bangkalan.
Maka dari itu Bank Tabungan Negara Kantor Kas Kamal Bangkalan harus mampu meningkatkan persembahan relationship marketing terutama dari segi dimensi Empati, dan Timbal Balik kepada seluruh nasabah.
Kata kunci : relationship marketing, dan kepuasan pelanggan.


"
ANALISIS PENGARUH NILAI PELANGGAN TERHADAP LOYALITAS NASABAH PADA BANK RAKYAT INDONESIA CABANG BANGKALAN,"Taufik Nur Hidayat, 2013 : Analisis Pengaruh Nilai Pelanggan Terhadap Loyalitas Nasabah Pada Bank Rakyat Indonesia Cabang Bangkalan, Skripsi Program Studi Manajemen, Fakultas Ekonomi, Universitas Trunojoyo Madura Bangkalan. Pembimbing : Pribanus Wantara, Fathor AS.
Penelitian ini berjudul “Analisis Pengaruh Nilai Pelanggan Terhadap Loyalitas Nasabah Pada Bank Rakyat Indonesia Cabang Bangkalan”. Tujuan penelitian ini adalah untuk mengetahui secara bersama-sama pengaruh nilai pelanggan yang meliputi Proses, Orang, Produk, Dukungan terhadap loyalitas nasabah di Bank Rakyat Indonesia Cabang Bangkalan dan untuk mengetahui secara parsial pengaruh nilai pelanggan yang meliputi Proses, Orang, Produk, Dukungan terhadap loyalitas nasabah Bank Rakyat Indonesia Cabang Bangkalan. Teknik pengambilan sampel menggunakan metode Purposive Sampling. Dengan populasi sasaran adalah nasabah tabungan PT. Bank Rakyat Indonesia Cabang Bangkalan yang berdomisili/warga bangkalan dan berumur diatas 17 tahun. Sampel yang diambil sebanyak 100 orang dengan cara penarikan jumlah sampel berdasarkan rumus untuk jumlah populasi yang tidak di ketahui. Data dikumpulkan menggunakan kuesioner. Variabel yang diukur menggunakan skala likert. Pengolahan data menggunakan perangkat lunak SPSS dan pengujian hipotesis dengan analisis regresi linier berganda. 
Hasil pengujian secara parsial menunjukkan bahwa variabel nilai proses, nilai orang, nilai produk, nilai dukungan berpengaruh secara positif dan signifikan terhadap loyalitas nasabah. Pengujian secara determinan (R2) variabel independen yaitu nilai proses, nilai orang, nilai produk dan nilai dukungan mampu menjelaskan terhadap variabel terikatnya yaitu loyalitas nasabah sebesar 62,7% dan sisanya dijelaskan oleh faktor-faktor lain yang tidak diteliti dalam penelitian ini.

Kata Kunci : Customer Value (Nilai Pelanggan), Nilai Proses, Nilai Orang, Nilai Produk, Nilai Dukungan, Loyalitas Nasabah.
"
PENGARUH KARAKTERISTIK INDIVIDU TERHADAP PRESTASI KERJA KARYAWAN PADA PT PLN (PERSERO) AREA GRESIK,"Dwi Suhardianto (2013), “Pengaruh Karakteristik Individu Terhadap Prestasi Kerja Karyawan Pada PT PLN (Persero) Area Gresik”. Di bawah bimbingan Bapak M. Alkirom Wildan dan Bapak Helmi Buyung Aulia S

	Manusia adalah unsur utama dalam organisasi, tanpa adanya manusia suatu organisasi tidak akan terjalin. Setiap individu didalamnya mempunyai tujuan dan kepentingan yang berbeda-beda, yang mana pada dasarnya perbedaan tersebut mengarah pada tujuan bersama. Perilaku manusia tidak dapat diperkirakan dan diduga seperti yang kita ketahui sekarang, dikarenakan perilaku tersebut timbul dari kebutuhan manusia dan sistem nilai yang terkandung dalam diri manusia. 

	PT. PLN (Persero) Area Gresik merupakan suatu organisasi atau perusahaan yang dimiliki dan dikelola oleh negara, yang saat ini menjadi masalah bagi perusahaan adalah karakteristik tiap-tiap individu yang belum sesuai dengan apa yang diharapkan oleh perusahaan yang menyebabkan prestasi kerja yang telah ditetapkan perusahaan tidak tercapai secara maksimal.

	Penelitian ini merupakan penelitian dengan metode penelitian eksplanatif yang mengkaji hubungan antar variabel yang dihipotesiskan. Dalam penelitian ini, peneliti mempelajari pengaruh parsial dan lebih dominan dari variabel karakteristik individu yaitu, Pendidikan (X1), Pengalaman (X2), Usia (X3), dan Kemampuan (X4). 

Berdasarkan hasil penelitian dapat disimpulkan ada pengaruh yang signifikan antara pendidikan (X1) terhadap prestasi kerja karyawan (Y) dengan hasil Thitung (2,158) dan Ttabel (1,680) serta sig t (0,022) dan alpha (0,1). Ada pengaruh signifikan pengalaman (X2) terhadap prestasi kerja karyawan (Y) dengan hasil Thitung (-2,266) dan Ttabel (1,680) serta sig t (0,010) dan alpha (0,1).  Tidak ada pengaruh signifikan antara usia (X3) terhadap prestasi kerja karyawan (Y) dengan hasil Thitung (-1,346) dan Ttabel (1,680) serta sig t (0,106) dan alpha (0,1). Ada pengaruh signifikan antara kemampuan (X4) terhadap prestasi kerja karyawan (Y) dengan hasil Thitung (2,210) dan Ttabel (1,680) serta sig t (0,004) dan alpha (0,1). 

Kata Kunci : Pendidikan, Pengalaman, Usia, Kemampuan, Prestasi Kerja
"
"analisis kinerja keuangan KP-RI EKA KARSA di tinjau dari aspek perputaran piutang, periode pengumpulan piutang, perputaran kas dan profitabilitas","ABSTRAK
Achmad sulaiman, Analisis kinerja keuangan KP-RI EKA KARSA di tinjau dari aspek perputaran piutang, periode pengumpulan piutang, perputaran kas dan profitabilitas.Dibawah bimbingan Bapak Chairul Anam dan Ibu Purnamawati.
Tujuan penelitian ini adalah untuk mengetahui bagaiman kinerja keuangan KP-RI EKA KARSA yang ditinjau dari aspek perputaran piutang, periode pengumpulan piutang, perputaran kas dan profitabilitas dari tahun 2010-2012.
Pendekatan penelitian yang digunakan adalah diskriptif kuantitatif. Dan yang menjadi objek penelitian adalah KP-RI EKA KARSA BANGKALAN dari tahun 2010-2012. Langkah-langkah yang dilakukan dalam penelitian ini: 1. Menghitung perputaran piutang. 2. Menghitung periode pengumpulan piutang. 3. Mnghitung perputaran kas dan. 4. Menghitung profitabilitas yaitu Return On Inventesmen dan Return On Equity. 5. Menganalisis dari perhitungan indikator diatas untuk mengetahui kinerja keuangan KP-RI EKA KARSA dari tahun 2010-2012.
Berdasarkan hasil penelitian menunjukkan bahwa perputaran piutang KP-RI EKA KARSA pada tahun 2010 sebanyak 1,74 kali, pada tahun 2011 sebanyak 1,36 kali dan pada tahun 2012 sebanyak 1,57 kali. Periode pengumpulan piutang KP-RI EKA KARSA pada tahun 2010 membutuhkan waktu sebanyak 206,90 hari, pada tahun 2011 membutuhkan waktu sebanyak 264,70 hari, dan pada tahun 2012 membutuhkan waktu 229,30 hari. Berdasarkan peraturan MENTRI  KOPERASI  dan UMKM tahun 2002 bahwa kinerja keuangan KP-RI EKA KARSA di tinjau dari perputaran piutang, dan periode pengumpulan piutang  tidak efisien.
. Perputaran kas pada tahun 2010 sebanyak 292, 25 kali, pada tahun 2011 sebanyak 168,73 kali, pada tahun 2012 sebanyak 222,63 kali. Berdasarkan peraturan MENTRI KOPERASI dan UMKM tahun 2002 bahwa kinerja keuangan KP-RI EKA KARSA di tinjau dari aspek perputaran kas  sangat efisien 
ROI yang di peroleh KP-RI EKA KARSA pada tahun 2010 sebanyak 7,41%, pada tahun 2011 sebanyak 10,83%, dan pada tahun 2012 sebanyak 10,88%. ROE yang diperoleh tahun 2010 sebesar 15%, pada tahun 2011 sebesar 20% dan pada tahun 2012 sebesar 18%. Berdasarkan peraturan MENTRI KOPERASI dan UMKM tahun 2002 bahwa kinerja keuangan KP-RI EKA KARSA di tinjau dari aspek ROI dan ROE sangat efisien.

Kata kunci: Perputaran Piutang, Periode Pengumpulan Piutang, Perputaran kas dan Profitabilitas yaitu ROI dan ROE
"
