judul,abstraksi
CLUSTERING PENGELOMPOKAN TINGKATAN KELAS DENGAN METODE SOM (SELF ORGANIZING MAP) MAHALANOBIS,"Dalam penyelenggaraan pendidikan formal untuk lebih mengarahkan siswa berdasarkan kemampuan akademiknya membutuhkan data real, Data yang sudah ada terkadang tidak digunakan secara optimal karena keterbatasan ilmu dan waktu maka dari itu disini dilakukan penelitian pengolahan data dengan mengimplementasikan Algoritma SOM (Self Organizing Map) dengan menggunakan Mahalanobis Distance sebagai pengukuran jarak antar cluster dan Indeks Dunn digunakan untuk memvalidasi hasil analisa data dari SOM (Self Organizing Map), sehingga didapat nilai yang lebih akurat. Data yang digunakan adalah rata-rata nilai NEM, Semester 1 dan Semester 2 dari Mata Pelajaran Bahasa Indonesia, Bahasa Inggris, Matematika, Biologi, Fisika, Kimia, Ekonomi, Geografi, Sosiologi, PPkn, TIK, Agama, Conversation, Penjaskes dan Seni. Dari data tersebut memetakkan dataset kedalam  tiga Cluster yaitu Intensif, Reguler Advanced, dan Reguler Menengah ke bawah. Nilai terkecil pada pemvalidasian cluster dengan Index Dunn menggunakan tiga Cluster pada 153 data training berada pada  penetapan nilai Distance = 10 Learning 1 dan MSE = 1 dengan nilai Indeks Dunn = -0.38376688860749 dengan hasil akurasi 47,05% sedangkan hasil akurasi terbaik sebesar 60,78% dengan Learning Rate 0,3."
CLUSTERING PENGELOMPOKAN TINGKATAN KELAS DENGAN METODE SOM (SELF ORGANIZING MAP) MAHALANOBIS,"Dalam penyelenggaraan pendidikan formal untuk lebih mengarahkan siswa berdasarkan kemampuan akademiknya membutuhkan data real, Data yang sudah ada terkadang tidak digunakan secara optimal karena keterbatasan ilmu dan waktu maka dari itu disini dilakukan penelitian pengolahan data dengan mengimplementasikan Algoritma SOM (Self Organizing Map) dengan menggunakan Mahalanobis Distance sebagai pengukuran jarak antar cluster dan Indeks Dunn digunakan untuk memvalidasi hasil analisa data dari SOM (Self Organizing Map), sehingga didapat nilai yang lebih akurat. Data yang digunakan adalah rata-rata nilai NEM, Semester 1 dan Semester 2 dari Mata Pelajaran Bahasa Indonesia, Bahasa Inggris, Matematika, Biologi, Fisika, Kimia, Ekonomi, Geografi, Sosiologi, PPkn, TIK, Agama, Conversation, Penjaskes dan Seni. Dari data tersebut memetakkan dataset kedalam  tiga Cluster yaitu Intensif, Reguler Advanced, dan Reguler Menengah ke bawah. Nilai terkecil pada pemvalidasian cluster dengan Index Dunn menggunakan tiga Cluster pada 153 data training berada pada  penetapan nilai Distance = 10 Learning 1 dan MSE = 1 dengan nilai Indeks Dunn = -0.38376688860749 dengan hasil akurasi 47,05% sedangkan hasil akurasi terbaik sebesar 60,78% dengan Learning Rate 0,3."
CLUSTERING PENGELOMPOKAN TINGKATAN KELAS DENGAN METODE SOM (SELF ORGANIZING MAP) MAHALANOBIS,"Dalam penyelenggaraan pendidikan formal untuk lebih mengarahkan siswa berdasarkan kemampuan akademiknya membutuhkan data real, Data yang sudah ada terkadang tidak digunakan secara optimal karena keterbatasan ilmu dan waktu maka dari itu disini dilakukan penelitian pengolahan data dengan mengimplementasikan Algoritma SOM (Self Organizing Map) dengan menggunakan Mahalanobis Distance sebagai pengukuran jarak antar cluster dan Indeks Dunn digunakan untuk memvalidasi hasil analisa data dari SOM (Self Organizing Map), sehingga didapat nilai yang lebih akurat. Data yang digunakan adalah rata-rata nilai NEM, Semester 1 dan Semester 2 dari Mata Pelajaran Bahasa Indonesia, Bahasa Inggris, Matematika, Biologi, Fisika, Kimia, Ekonomi, Geografi, Sosiologi, PPkn, TIK, Agama, Conversation, Penjaskes dan Seni. Dari data tersebut memetakkan dataset kedalam  tiga Cluster yaitu Intensif, Reguler Advanced, dan Reguler Menengah ke bawah. Nilai terkecil pada pemvalidasian cluster dengan Index Dunn menggunakan tiga Cluster pada 153 data training berada pada  penetapan nilai Distance = 10 Learning 1 dan MSE = 1 dengan nilai Indeks Dunn = -0.38376688860749 dengan hasil akurasi 47,05% sedangkan hasil akurasi terbaik sebesar 60,78% dengan Learning Rate 0,3."
SISTEM PENDUKUNG KEPUTUSAN PEMINATAN SISWA BARU SMA MENGGUNAKAN METODE ORESTE,"Berkembang pesatnya kemajuan teknologi saat ini sangat berpengaruh juga dalam dunia pendidikan. Karena perkembangan teknologi tersebut, maka dibutuhkan para generasi muda yang mampu untuk bekerja sesuai tuntutan jaman. Demi meningkatkan mutu pendidikan, Kemendikbud saat ini mengeluarkan kurikulum baru yaitu kurikulum 2013. Sehingga di periode tahun ajaran 2013/2014 sudah mulai diterapkan kurikulum 2013. Dimana peminatan program studi sudah ditentukan saat awal masuk kelas X (sepuluh). Salah satu SMA yang telah menerapkan kurikulum tersebut adalah SMA Negeri 1 Kamal. Di kurikulum 2013 ini, peminatan siswa dalam menentukan program studi berdasarkan parameter-parameter yang digunakan. Beberapa parameter tersebut diantaranya yaitu angket peminatan siswa, nilai UN, Psikotest, Placement Test dan Nilai Raport SMP. Dalam hal ini, maka dibuatkanlah sebuah aplikasi sistem pendukung keputusan peminatan siswa baru di SMA Negeri 1 Kamal sebagai alat bantu atau bahan rekomendasi dalam menentukan peminatan siswa di SMA Negeri 1 Kamal. Metode perhitungan yang digunakan yaitu menggunakan metode Oreste. Oreste merupakan teknik analisa dalam pengambilan keputusan dari beberapa alternatif pilihan. Melalui uji coba dan perbandingan data hasil menghasilkan prosentase keakuratan 89,9%, yaitu dari 317 data yang diuji, terdapat 285 kesamaan hasil peminatan oleh sistem. Sehingga sistem ini dapat menjadi bahan rekomendasi bagi sekolah dalam menentukan peminatan."
SISTEM PENDUKUNG KEPUTUSAN PEMINATAN SISWA BARU SMA MENGGUNAKAN METODE ORESTE,"Berkembang pesatnya kemajuan teknologi saat ini sangat berpengaruh juga dalam dunia pendidikan. Karena perkembangan teknologi tersebut, maka dibutuhkan para generasi muda yang mampu untuk bekerja sesuai tuntutan jaman. Demi meningkatkan mutu pendidikan, Kemendikbud saat ini mengeluarkan kurikulum baru yaitu kurikulum 2013. Sehingga di periode tahun ajaran 2013/2014 sudah mulai diterapkan kurikulum 2013. Dimana peminatan program studi sudah ditentukan saat awal masuk kelas X (sepuluh). Salah satu SMA yang telah menerapkan kurikulum tersebut adalah SMA Negeri 1 Kamal. Di kurikulum 2013 ini, peminatan siswa dalam menentukan program studi berdasarkan parameter-parameter yang digunakan. Beberapa parameter tersebut diantaranya yaitu angket peminatan siswa, nilai UN, Psikotest, Placement Test dan Nilai Raport SMP. Dalam hal ini, maka dibuatkanlah sebuah aplikasi sistem pendukung keputusan peminatan siswa baru di SMA Negeri 1 Kamal sebagai alat bantu atau bahan rekomendasi dalam menentukan peminatan siswa di SMA Negeri 1 Kamal. Metode perhitungan yang digunakan yaitu menggunakan metode Oreste. Oreste merupakan teknik analisa dalam pengambilan keputusan dari beberapa alternatif pilihan. Melalui uji coba dan perbandingan data hasil menghasilkan prosentase keakuratan 89,9%, yaitu dari 317 data yang diuji, terdapat 285 kesamaan hasil peminatan oleh sistem. Sehingga sistem ini dapat menjadi bahan rekomendasi bagi sekolah dalam menentukan peminatan."
SISTEM PENDUKUNG KEPUTUSAN PEMINATAN SISWA BARU SMA MENGGUNAKAN METODE ORESTE,"Berkembang pesatnya kemajuan teknologi saat ini sangat berpengaruh juga dalam dunia pendidikan. Karena perkembangan teknologi tersebut, maka dibutuhkan para generasi muda yang mampu untuk bekerja sesuai tuntutan jaman. Demi meningkatkan mutu pendidikan, Kemendikbud saat ini mengeluarkan kurikulum baru yaitu kurikulum 2013. Sehingga di periode tahun ajaran 2013/2014 sudah mulai diterapkan kurikulum 2013. Dimana peminatan program studi sudah ditentukan saat awal masuk kelas X (sepuluh). Salah satu SMA yang telah menerapkan kurikulum tersebut adalah SMA Negeri 1 Kamal. Di kurikulum 2013 ini, peminatan siswa dalam menentukan program studi berdasarkan parameter-parameter yang digunakan. Beberapa parameter tersebut diantaranya yaitu angket peminatan siswa, nilai UN, Psikotest, Placement Test dan Nilai Raport SMP. Dalam hal ini, maka dibuatkanlah sebuah aplikasi sistem pendukung keputusan peminatan siswa baru di SMA Negeri 1 Kamal sebagai alat bantu atau bahan rekomendasi dalam menentukan peminatan siswa di SMA Negeri 1 Kamal. Metode perhitungan yang digunakan yaitu menggunakan metode Oreste. Oreste merupakan teknik analisa dalam pengambilan keputusan dari beberapa alternatif pilihan. Melalui uji coba dan perbandingan data hasil menghasilkan prosentase keakuratan 89,9%, yaitu dari 317 data yang diuji, terdapat 285 kesamaan hasil peminatan oleh sistem. Sehingga sistem ini dapat menjadi bahan rekomendasi bagi sekolah dalam menentukan peminatan."
SISTEM PENDUKUNG KEPUTUSAN PEMINATAN SISWA BARU SMA MENGGUNAKAN METODE ORESTE,"Berkembang pesatnya kemajuan teknologi saat ini sangat berpengaruh juga dalam dunia pendidikan. Karena perkembangan teknologi tersebut, maka dibutuhkan para generasi muda yang mampu untuk bekerja sesuai tuntutan jaman. Demi meningkatkan mutu pendidikan, Kemendikbud saat ini mengeluarkan kurikulum baru yaitu kurikulum 2013. Sehingga di periode tahun ajaran 2013/2014 sudah mulai diterapkan kurikulum 2013. Dimana peminatan program studi sudah ditentukan saat awal masuk kelas X (sepuluh). Salah satu SMA yang telah menerapkan kurikulum tersebut adalah SMA Negeri 1 Kamal. Di kurikulum 2013 ini, peminatan siswa dalam menentukan program studi berdasarkan parameter-parameter yang digunakan. Beberapa parameter tersebut diantaranya yaitu angket peminatan siswa, nilai UN, Psikotest, Placement Test dan Nilai Raport SMP. Dalam hal ini, maka dibuatkanlah sebuah aplikasi sistem pendukung keputusan peminatan siswa baru di SMA Negeri 1 Kamal sebagai alat bantu atau bahan rekomendasi dalam menentukan peminatan siswa di SMA Negeri 1 Kamal. Metode perhitungan yang digunakan yaitu menggunakan metode Oreste. Oreste merupakan teknik analisa dalam pengambilan keputusan dari beberapa alternatif pilihan. Melalui uji coba dan perbandingan data hasil menghasilkan prosentase keakuratan 89,9%, yaitu dari 317 data yang diuji, terdapat 285 kesamaan hasil peminatan oleh sistem. Sehingga sistem ini dapat menjadi bahan rekomendasi bagi sekolah dalam menentukan peminatan."
SISTEM PENDUKUNG KEPUTUSAN PEMINATAN SISWA BARU SMA MENGGUNAKAN METODE ORESTE,"Berkembang pesatnya kemajuan teknologi saat ini sangat berpengaruh juga dalam dunia pendidikan. Karena perkembangan teknologi tersebut, maka dibutuhkan para generasi muda yang mampu untuk bekerja sesuai tuntutan jaman. Demi meningkatkan mutu pendidikan, Kemendikbud saat ini mengeluarkan kurikulum baru yaitu kurikulum 2013. Sehingga di periode tahun ajaran 2013/2014 sudah mulai diterapkan kurikulum 2013. Dimana peminatan program studi sudah ditentukan saat awal masuk kelas X (sepuluh). Salah satu SMA yang telah menerapkan kurikulum tersebut adalah SMA Negeri 1 Kamal. Di kurikulum 2013 ini, peminatan siswa dalam menentukan program studi berdasarkan parameter-parameter yang digunakan. Beberapa parameter tersebut diantaranya yaitu angket peminatan siswa, nilai UN, Psikotest, Placement Test dan Nilai Raport SMP. Dalam hal ini, maka dibuatkanlah sebuah aplikasi sistem pendukung keputusan peminatan siswa baru di SMA Negeri 1 Kamal sebagai alat bantu atau bahan rekomendasi dalam menentukan peminatan siswa di SMA Negeri 1 Kamal. Metode perhitungan yang digunakan yaitu menggunakan metode Oreste. Oreste merupakan teknik analisa dalam pengambilan keputusan dari beberapa alternatif pilihan. Melalui uji coba dan perbandingan data hasil menghasilkan prosentase keakuratan 89,9%, yaitu dari 317 data yang diuji, terdapat 285 kesamaan hasil peminatan oleh sistem. Sehingga sistem ini dapat menjadi bahan rekomendasi bagi sekolah dalam menentukan peminatan."
"SISTEM PENGAMBILAN KEPUTUSAN PENGAJUAN 
KREDIT BANK MENGGUNAKAN 
METODE REGRESI LOGISTIK ORDINAL 
","Untuk mengantisipasi penyelesaian kredit macet yang dapat mempengaruhi kesehatan bank sehingga perlu untuk analisis kelayakan  pemberian pada calon debitur.Pada penelitian ini akan di buat sistem untuk mengetahui debitur termasuk pada kategori kredit lancar, dalam perhatian khusus, kurang lancar, dan macet. Metode yang digunakan adalah metode regresi logistik untuk menentukannya, variabel yang di gunakan dalam penelitian ini adalah penghasilan perbulan, jumlah pinjaman, jaminan, jangka waktu, biaya hidup perbulan, tabungan, margin, usia, jenis kelamin, pekerjaan, pendidikan terakhir. Objek pada penelitian ini adalah kredit yang terdapat di Bank BPRS. Sistem pendukung keputusan menggunakan metode Regresi Logistik Ordinal sangat cocok  digunakan   untuk   penentuan Kelayakan kredit  berdasarkan  kriteria   yang  sudah ditentukan. Karena hasil output mendekati keakuratan dengan nilai akurasi mencapai 98%.

Kata kunci : regresi logistik, kredit, ordinal.
"
ANALISIS JEJARING SOSIAL DALAM PENENTUAN CENTRALITY PADA MEDIA SOSIAL DENGAN VISUALISASI GRAF TAK BERARAH(UNDIRECTED GRAPH),"Perkembangan internet yang pesat membuat semakin bertambah pula jumlah pengguna internet, khususnya pengguna jejaring sosial facebook. Selain digunakan untuk bertukar informasi, facebook digunakan sebagai media untuk menawarkan barang dagangan(jual-beli online). Online shop yang berkembang saat ini memanfaatkan facebook untuk melakukan promosi sehingga dapat mempermudah pembeli melihat katalog barang dan melakukan penawaran. Pencarian tokoh sentral dalam facebook dapat membantu online shop sehingga promosi lebih merata. Penelitian ini menganalisis aktor sentral pada facebook dengan menggunakan teori sosial network analysis(SNA) dan centrality. Penentuan aktor sentral dilakukan dengan menghitung sentralitas kedekatan(closeness) dan sentralitas keantaraan (betweenness).Aktor dengan sentralitas kedekatan tertinggi lebih cepat menyebarkan informasi karena aktor tersebut memiliki jarak terdekat dengan aktor lainnya. Sedangkan aktor dengan sentralitas keantaraan tertinggi dapat menyebarkan informasi terhadap aktor yang terhubung langsung dengannya atau tidak. Pada penelitian ini dilakukan pencarian aktor sentral pada akun 100005099490481 yang memiliki pertemanan 145. Hasil penelitian menunjukkan nilai closeness tertinggi terdapat pada id 117 dengan nilai 0.823. Nilai betweenness tertinggi pada id 130 dengan nilai 18.898. Dengan menerapkan teori SNA, hasil perhitungan yang divisualisasikan ke dalam graf menunjukkan bahwa id dengan nilai closeness dan betweenness tertinggi sangat berperan penting dalam menghubungkan aktor yang satu dengan yang lain dalam cluster jaringan."
"SISTEM PENGAMBILAN KEPUTUSAN PENGAJUAN 
KREDIT BANK MENGGUNAKAN 
METODE REGRESI LOGISTIK ORDINAL 
","Untuk mengantisipasi penyelesaian kredit macet yang dapat mempengaruhi kesehatan bank sehingga perlu untuk analisis kelayakan  pemberian pada calon debitur.Pada penelitian ini akan di buat sistem untuk mengetahui debitur termasuk pada kategori kredit lancar, dalam perhatian khusus, kurang lancar, dan macet. Metode yang digunakan adalah metode regresi logistik untuk menentukannya, variabel yang di gunakan dalam penelitian ini adalah penghasilan perbulan, jumlah pinjaman, jaminan, jangka waktu, biaya hidup perbulan, tabungan, margin, usia, jenis kelamin, pekerjaan, pendidikan terakhir. Objek pada penelitian ini adalah kredit yang terdapat di Bank BPRS. Sistem pendukung keputusan menggunakan metode Regresi Logistik Ordinal sangat cocok  digunakan   untuk   penentuan Kelayakan kredit  berdasarkan  kriteria   yang  sudah ditentukan. Karena hasil output mendekati keakuratan dengan nilai akurasi mencapai 98%.

Kata kunci : regresi logistik, kredit, ordinal.
"
ANALISIS JEJARING SOSIAL DALAM PENENTUAN CENTRALITY PADA MEDIA SOSIAL DENGAN VISUALISASI GRAF TAK BERARAH(UNDIRECTED GRAPH),"Perkembangan internet yang pesat membuat semakin bertambah pula jumlah pengguna internet, khususnya pengguna jejaring sosial facebook. Selain digunakan untuk bertukar informasi, facebook digunakan sebagai media untuk menawarkan barang dagangan(jual-beli online). Online shop yang berkembang saat ini memanfaatkan facebook untuk melakukan promosi sehingga dapat mempermudah pembeli melihat katalog barang dan melakukan penawaran. Pencarian tokoh sentral dalam facebook dapat membantu online shop sehingga promosi lebih merata. Penelitian ini menganalisis aktor sentral pada facebook dengan menggunakan teori sosial network analysis(SNA) dan centrality. Penentuan aktor sentral dilakukan dengan menghitung sentralitas kedekatan(closeness) dan sentralitas keantaraan (betweenness).Aktor dengan sentralitas kedekatan tertinggi lebih cepat menyebarkan informasi karena aktor tersebut memiliki jarak terdekat dengan aktor lainnya. Sedangkan aktor dengan sentralitas keantaraan tertinggi dapat menyebarkan informasi terhadap aktor yang terhubung langsung dengannya atau tidak. Pada penelitian ini dilakukan pencarian aktor sentral pada akun 100005099490481 yang memiliki pertemanan 145. Hasil penelitian menunjukkan nilai closeness tertinggi terdapat pada id 117 dengan nilai 0.823. Nilai betweenness tertinggi pada id 130 dengan nilai 18.898. Dengan menerapkan teori SNA, hasil perhitungan yang divisualisasikan ke dalam graf menunjukkan bahwa id dengan nilai closeness dan betweenness tertinggi sangat berperan penting dalam menghubungkan aktor yang satu dengan yang lain dalam cluster jaringan."
"SISTEM PENGAMBILAN KEPUTUSAN PENGAJUAN 
KREDIT BANK MENGGUNAKAN 
METODE REGRESI LOGISTIK ORDINAL 
","Untuk mengantisipasi penyelesaian kredit macet yang dapat mempengaruhi kesehatan bank sehingga perlu untuk analisis kelayakan  pemberian pada calon debitur.Pada penelitian ini akan di buat sistem untuk mengetahui debitur termasuk pada kategori kredit lancar, dalam perhatian khusus, kurang lancar, dan macet. Metode yang digunakan adalah metode regresi logistik untuk menentukannya, variabel yang di gunakan dalam penelitian ini adalah penghasilan perbulan, jumlah pinjaman, jaminan, jangka waktu, biaya hidup perbulan, tabungan, margin, usia, jenis kelamin, pekerjaan, pendidikan terakhir. Objek pada penelitian ini adalah kredit yang terdapat di Bank BPRS. Sistem pendukung keputusan menggunakan metode Regresi Logistik Ordinal sangat cocok  digunakan   untuk   penentuan Kelayakan kredit  berdasarkan  kriteria   yang  sudah ditentukan. Karena hasil output mendekati keakuratan dengan nilai akurasi mencapai 98%.

Kata kunci : regresi logistik, kredit, ordinal.
"
"SISTEM PENGAMBILAN KEPUTUSAN PENGAJUAN 
KREDIT BANK MENGGUNAKAN 
METODE REGRESI LOGISTIK ORDINAL 
","Untuk mengantisipasi penyelesaian kredit macet yang dapat mempengaruhi kesehatan bank sehingga perlu untuk analisis kelayakan  pemberian pada calon debitur.Pada penelitian ini akan di buat sistem untuk mengetahui debitur termasuk pada kategori kredit lancar, dalam perhatian khusus, kurang lancar, dan macet. Metode yang digunakan adalah metode regresi logistik untuk menentukannya, variabel yang di gunakan dalam penelitian ini adalah penghasilan perbulan, jumlah pinjaman, jaminan, jangka waktu, biaya hidup perbulan, tabungan, margin, usia, jenis kelamin, pekerjaan, pendidikan terakhir. Objek pada penelitian ini adalah kredit yang terdapat di Bank BPRS. Sistem pendukung keputusan menggunakan metode Regresi Logistik Ordinal sangat cocok  digunakan   untuk   penentuan Kelayakan kredit  berdasarkan  kriteria   yang  sudah ditentukan. Karena hasil output mendekati keakuratan dengan nilai akurasi mencapai 98%.

Kata kunci : regresi logistik, kredit, ordinal.
"
ANALISIS JEJARING SOSIAL DALAM PENENTUAN CENTRALITY PADA MEDIA SOSIAL DENGAN VISUALISASI GRAF TAK BERARAH(UNDIRECTED GRAPH),"Perkembangan internet yang pesat membuat semakin bertambah pula jumlah pengguna internet, khususnya pengguna jejaring sosial facebook. Selain digunakan untuk bertukar informasi, facebook digunakan sebagai media untuk menawarkan barang dagangan(jual-beli online). Online shop yang berkembang saat ini memanfaatkan facebook untuk melakukan promosi sehingga dapat mempermudah pembeli melihat katalog barang dan melakukan penawaran. Pencarian tokoh sentral dalam facebook dapat membantu online shop sehingga promosi lebih merata. Penelitian ini menganalisis aktor sentral pada facebook dengan menggunakan teori sosial network analysis(SNA) dan centrality. Penentuan aktor sentral dilakukan dengan menghitung sentralitas kedekatan(closeness) dan sentralitas keantaraan (betweenness).Aktor dengan sentralitas kedekatan tertinggi lebih cepat menyebarkan informasi karena aktor tersebut memiliki jarak terdekat dengan aktor lainnya. Sedangkan aktor dengan sentralitas keantaraan tertinggi dapat menyebarkan informasi terhadap aktor yang terhubung langsung dengannya atau tidak. Pada penelitian ini dilakukan pencarian aktor sentral pada akun 100005099490481 yang memiliki pertemanan 145. Hasil penelitian menunjukkan nilai closeness tertinggi terdapat pada id 117 dengan nilai 0.823. Nilai betweenness tertinggi pada id 130 dengan nilai 18.898. Dengan menerapkan teori SNA, hasil perhitungan yang divisualisasikan ke dalam graf menunjukkan bahwa id dengan nilai closeness dan betweenness tertinggi sangat berperan penting dalam menghubungkan aktor yang satu dengan yang lain dalam cluster jaringan."
ANALISIS JEJARING SOSIAL DALAM PENENTUAN CENTRALITY PADA MEDIA SOSIAL DENGAN VISUALISASI GRAF TAK BERARAH(UNDIRECTED GRAPH),"Perkembangan internet yang pesat membuat semakin bertambah pula jumlah pengguna internet, khususnya pengguna jejaring sosial facebook. Selain digunakan untuk bertukar informasi, facebook digunakan sebagai media untuk menawarkan barang dagangan(jual-beli online). Online shop yang berkembang saat ini memanfaatkan facebook untuk melakukan promosi sehingga dapat mempermudah pembeli melihat katalog barang dan melakukan penawaran. Pencarian tokoh sentral dalam facebook dapat membantu online shop sehingga promosi lebih merata. Penelitian ini menganalisis aktor sentral pada facebook dengan menggunakan teori sosial network analysis(SNA) dan centrality. Penentuan aktor sentral dilakukan dengan menghitung sentralitas kedekatan(closeness) dan sentralitas keantaraan (betweenness).Aktor dengan sentralitas kedekatan tertinggi lebih cepat menyebarkan informasi karena aktor tersebut memiliki jarak terdekat dengan aktor lainnya. Sedangkan aktor dengan sentralitas keantaraan tertinggi dapat menyebarkan informasi terhadap aktor yang terhubung langsung dengannya atau tidak. Pada penelitian ini dilakukan pencarian aktor sentral pada akun 100005099490481 yang memiliki pertemanan 145. Hasil penelitian menunjukkan nilai closeness tertinggi terdapat pada id 117 dengan nilai 0.823. Nilai betweenness tertinggi pada id 130 dengan nilai 18.898. Dengan menerapkan teori SNA, hasil perhitungan yang divisualisasikan ke dalam graf menunjukkan bahwa id dengan nilai closeness dan betweenness tertinggi sangat berperan penting dalam menghubungkan aktor yang satu dengan yang lain dalam cluster jaringan."
"SISTEM PENGAMBILAN KEPUTUSAN PENGAJUAN 
KREDIT BANK MENGGUNAKAN 
METODE REGRESI LOGISTIK ORDINAL 
","Untuk mengantisipasi penyelesaian kredit macet yang dapat mempengaruhi kesehatan bank sehingga perlu untuk analisis kelayakan  pemberian pada calon debitur.Pada penelitian ini akan di buat sistem untuk mengetahui debitur termasuk pada kategori kredit lancar, dalam perhatian khusus, kurang lancar, dan macet. Metode yang digunakan adalah metode regresi logistik untuk menentukannya, variabel yang di gunakan dalam penelitian ini adalah penghasilan perbulan, jumlah pinjaman, jaminan, jangka waktu, biaya hidup perbulan, tabungan, margin, usia, jenis kelamin, pekerjaan, pendidikan terakhir. Objek pada penelitian ini adalah kredit yang terdapat di Bank BPRS. Sistem pendukung keputusan menggunakan metode Regresi Logistik Ordinal sangat cocok  digunakan   untuk   penentuan Kelayakan kredit  berdasarkan  kriteria   yang  sudah ditentukan. Karena hasil output mendekati keakuratan dengan nilai akurasi mencapai 98%.

Kata kunci : regresi logistik, kredit, ordinal.
"
ANALISIS JEJARING SOSIAL DALAM PENENTUAN CENTRALITY PADA MEDIA SOSIAL DENGAN VISUALISASI GRAF TAK BERARAH(UNDIRECTED GRAPH),"Perkembangan internet yang pesat membuat semakin bertambah pula jumlah pengguna internet, khususnya pengguna jejaring sosial facebook. Selain digunakan untuk bertukar informasi, facebook digunakan sebagai media untuk menawarkan barang dagangan(jual-beli online). Online shop yang berkembang saat ini memanfaatkan facebook untuk melakukan promosi sehingga dapat mempermudah pembeli melihat katalog barang dan melakukan penawaran. Pencarian tokoh sentral dalam facebook dapat membantu online shop sehingga promosi lebih merata. Penelitian ini menganalisis aktor sentral pada facebook dengan menggunakan teori sosial network analysis(SNA) dan centrality. Penentuan aktor sentral dilakukan dengan menghitung sentralitas kedekatan(closeness) dan sentralitas keantaraan (betweenness).Aktor dengan sentralitas kedekatan tertinggi lebih cepat menyebarkan informasi karena aktor tersebut memiliki jarak terdekat dengan aktor lainnya. Sedangkan aktor dengan sentralitas keantaraan tertinggi dapat menyebarkan informasi terhadap aktor yang terhubung langsung dengannya atau tidak. Pada penelitian ini dilakukan pencarian aktor sentral pada akun 100005099490481 yang memiliki pertemanan 145. Hasil penelitian menunjukkan nilai closeness tertinggi terdapat pada id 117 dengan nilai 0.823. Nilai betweenness tertinggi pada id 130 dengan nilai 18.898. Dengan menerapkan teori SNA, hasil perhitungan yang divisualisasikan ke dalam graf menunjukkan bahwa id dengan nilai closeness dan betweenness tertinggi sangat berperan penting dalam menghubungkan aktor yang satu dengan yang lain dalam cluster jaringan."
Penyatuan Feature Principle Component Analysis dan Linear Discriminant Analysis Untuk Pengenalan Wajah,"Pengenalan wajah merupakan salah satu bidang yang banyak diteliti dan dikembangkan oleh
para  pakar  pengenalan  pola. Hal  ini  disebabkan  semakin meluasnya  penggunaan  teknik
identifikasi wajah  dalam  aplikasi  yang  digunakan  oleh  masyarakat. Wajah dijadikan sebagai
obyek pengenalan karena wajah memiliki informasi yang lebih mudah didapat dari pada sidik
jari atau iris mata. Pada penelitian ini proses pengenalan wajah dilakukan dalam 3 tahap. Tahap
pertama  yaitu  citra  di  ekstraksi  fitur  menggunakan  metode Principle  Component Analysis
(PCA)  dan  metode Linear  Discriminant  Analysis (LDA).  Nilai  matrik  bobot  dihasilkan  dari
masing-masing proses ekstraksi fitur. Tahap selanjutnya proses penyatuan fitur, matrik bobot
PCA dan LDA disatukan (fusion), sehingga menghasilkan susunan matrik baru yang disebut
matrik fusion.  Kemudian  tahap  pengklasifikasian  citra  menggunakan  metode Manhattan
Distance dengan  cara  mencari  nilai  minimum  antara  matrik fusion dan  matrik fusion-test.
Berdasarkan hasil uji coba sistem menggunakan 4 skenario diperoleh rata-rata akurasi 94,8%.
Dengan menggunakan skenario yang sama metode PCA menghasilkan rata-rata akurasi 88,4%
dan metode LDA menghasilkan rata-rata akurasi 94,6%. Hasil analisa tersebut menyimpulkan
bahwa metode penyatuan fitur PCA dan LDA memiliki rata-rata lebih baik dari metode PCA
dan LDA untuk pengenalan wajah"
Penyatuan Feature Principle Component Analysis dan Linear Discriminant Analysis Untuk Pengenalan Wajah,"Pengenalan wajah merupakan salah satu bidang yang banyak diteliti dan dikembangkan oleh
para  pakar  pengenalan  pola. Hal  ini  disebabkan  semakin meluasnya  penggunaan  teknik
identifikasi wajah  dalam  aplikasi  yang  digunakan  oleh  masyarakat. Wajah dijadikan sebagai
obyek pengenalan karena wajah memiliki informasi yang lebih mudah didapat dari pada sidik
jari atau iris mata. Pada penelitian ini proses pengenalan wajah dilakukan dalam 3 tahap. Tahap
pertama  yaitu  citra  di  ekstraksi  fitur  menggunakan  metode Principle  Component Analysis
(PCA)  dan  metode Linear  Discriminant  Analysis (LDA).  Nilai  matrik  bobot  dihasilkan  dari
masing-masing proses ekstraksi fitur. Tahap selanjutnya proses penyatuan fitur, matrik bobot
PCA dan LDA disatukan (fusion), sehingga menghasilkan susunan matrik baru yang disebut
matrik fusion.  Kemudian  tahap  pengklasifikasian  citra  menggunakan  metode Manhattan
Distance dengan  cara  mencari  nilai  minimum  antara  matrik fusion dan  matrik fusion-test.
Berdasarkan hasil uji coba sistem menggunakan 4 skenario diperoleh rata-rata akurasi 94,8%.
Dengan menggunakan skenario yang sama metode PCA menghasilkan rata-rata akurasi 88,4%
dan metode LDA menghasilkan rata-rata akurasi 94,6%. Hasil analisa tersebut menyimpulkan
bahwa metode penyatuan fitur PCA dan LDA memiliki rata-rata lebih baik dari metode PCA
dan LDA untuk pengenalan wajah"
